idx	Organ_system	ICDCode	ICDCodeDescription
1270	cancer	D40.0	Neoplasm of uncertain behavior of prostate
1271	cancer	D40.10	Neoplasm of uncertain behavior of unspecified testis
1272	cancer	D40.11	Neoplasm of uncertain behavior of right testis
1273	cancer	D40.12	Neoplasm of uncertain behavior of left testis
1274	cancer	D40.8	Neoplasm of uncertain behavior of other specified male genital organs
1275	cancer	D40.9	Neoplasm of uncertain behavior of male genital organ, unspecified
1276	cancer	D41.00	Neoplasm of uncertain behavior of unspecified kidney
1277	cancer	D41.01	Neoplasm of uncertain behavior of right kidney
1278	cancer	D41.02	Neoplasm of uncertain behavior of left kidney
1279	cancer	D41.10	Neoplasm of uncertain behavior of unspecified renal pelvis
1280	cancer	D41.11	Neoplasm of uncertain behavior of right renal pelvis
1281	cancer	D41.12	Neoplasm of uncertain behavior of left renal pelvis
1282	cancer	D41.20	Neoplasm of uncertain behavior of unspecified ureter
1283	cancer	D41.21	Neoplasm of uncertain behavior of right ureter
1284	cancer	D41.22	Neoplasm of uncertain behavior of left ureter
1285	cancer	D41.3	Neoplasm of uncertain behavior of urethra
1286	cancer	D41.4	Neoplasm of uncertain behavior of bladder
1287	cancer	D41.8	Neoplasm of uncertain behavior of other specified urinary organs
1288	cancer	D41.9	Neoplasm of uncertain behavior of unspecified urinary organ
1289	cancer	D42.0	Neoplasm of uncertain behavior of cerebral meninges
1290	cancer	D42.1	Neoplasm of uncertain behavior of spinal meninges
1291	cancer	D42.9	Neoplasm of uncertain behavior of meninges, unspecified
1292	cancer	D43.0	Neoplasm of uncertain behavior of brain, supratentorial
1293	cancer	D43.1	Neoplasm of uncertain behavior of brain, infratentorial
1294	cancer	D43.2	Neoplasm of uncertain behavior of brain, unspecified
1295	cancer	D43.3	Neoplasm of uncertain behavior of cranial nerves
1296	cancer	D43.4	Neoplasm of uncertain behavior of spinal cord
1297	cancer	D43.8	Neoplasm of uncertain behavior of other specified parts of central nervous system
1298	cancer	D43.9	Neoplasm of uncertain behavior of central nervous system, unspecified
1299	cancer	D44.0	Neoplasm of uncertain behavior of thyroid gland
1300	cancer	D44.10	Neoplasm of uncertain behavior of unspecified adrenal gland
1301	cancer	D44.11	Neoplasm of uncertain behavior of right adrenal gland
1302	cancer	D44.12	Neoplasm of uncertain behavior of left adrenal gland
1303	cancer	D44.2	Neoplasm of uncertain behavior of parathyroid gland
1304	cancer	D44.3	Neoplasm of uncertain behavior of pituitary gland
1305	cancer	D44.4	Neoplasm of uncertain behavior of craniopharyngeal duct
1306	cancer	D44.5	Neoplasm of uncertain behavior of pineal gland
1307	cancer	D44.6	Neoplasm of uncertain behavior of carotid body
1308	cancer	D44.7	Neoplasm of uncertain behavior of aortic body and other paraganglia
1309	cancer	D44.9	Neoplasm of uncertain behavior of unspecified endocrine gland
1310	cancer	D45.	Polycythemia vera
1311	cancer	D46.0	Refractory anemia without ring sideroblasts, so stated
1312	cancer	D46.1	Refractory anemia with ring sideroblasts
1313	cancer	D46.20	Refractory anemia with excess of blasts, unspecified
1314	cancer	D46.21	Refractory anemia with excess of blasts 1
1315	cancer	D46.22	Refractory anemia with excess of blasts 2
1316	cancer	D46.4	Refractory anemia, unspecified
1317	cancer	D46.9	Myelodysplastic syndrome, unspecified
1318	cancer	D46.A	Refractory cytopenia with multilineage dysplasia
1319	cancer	D46.B	Refractory cytopenia with multilineage dysplasia and ring sideroblasts
1320	cancer	D46.C	Myelodysplastic syndrome with isolated del(5q) chromosomal abnormality
1321	cancer	D46.Z	Other myelodysplastic syndromes
1322	cancer	D47.01	Cutaneous mastocytosis
1323	cancer	D47.02	Systemic mastocytosis
1324	cancer	D47.09	Other mast cell neoplasms of uncertain behavior
1325	cancer	D47.1	Chronic myeloproliferative disease
1326	cancer	D47.2	Monoclonal gammopathy
1327	cancer	D47.3	Essential (hemorrhagic) thrombocythemia
1328	cancer	D47.4	Osteomyelofibrosis
1329	cancer	D47.9	Neoplasm of uncertain behavior of lymphoid, hematopoietic and related tissue, unspecified
1330	cancer	D47.Z1	Post-transplant lymphoproliferative disorder (PTLD)
1331	cancer	D47.Z2	Castleman disease
1332	cancer	D47.Z9	Other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue
1333	cancer	D48.0	Neoplasm of uncertain behavior of bone and articular cartilage
1334	cancer	D48.1	Neoplasm of uncertain behavior of connective and other soft tissue
1335	cancer	D48.2	Neoplasm of uncertain behavior of peripheral nerves and autonomic nervous system
1336	cancer	D48.3	Neoplasm of uncertain behavior of retroperitoneum
1337	cancer	D48.4	Neoplasm of uncertain behavior of peritoneum
1338	cancer	D48.60	Neoplasm of uncertain behavior of unspecified breast
1339	cancer	D48.61	Neoplasm of uncertain behavior of right breast
1340	cancer	D48.62	Neoplasm of uncertain behavior of left breast
1341	cancer	D48.7	Neoplasm of uncertain behavior of other specified sites
1342	cancer	D48.9	Neoplasm of uncertain behavior, unspecified
1343	cancer	D49.0	Neoplasm of unspecified behavior of digestive system
1344	cancer	D49.1	Neoplasm of unspecified behavior of respiratory system
1345	cancer	D49.3	Neoplasm of unspecified behavior of breast
1346	cancer	D49.4	Neoplasm of unspecified behavior of bladder
1347	cancer	D49.511	Neoplasm of unspecified behavior of right kidney
1348	cancer	D49.512	Neoplasm of unspecified behavior of left kidney
1349	cancer	D49.519	Neoplasm of unspecified behavior of unspecified kidney
1350	cancer	D49.59	Neoplasm of unspecified behavior of other genitourinary organ
1351	cancer	D49.6	Neoplasm of unspecified behavior of brain
1352	cancer	D49.7	Neoplasm of unspecified behavior of endocrine glands and other parts of nervous system
1353	cancer	D49.81	Neoplasm of unspecified behavior of retina and choroid
1354	cancer	D49.89	Neoplasm of unspecified behavior of other specified sites
1355	cancer	D49.9	Neoplasm of unspecified behavior of unspecified site
1356	cancer	D61.810	Antineoplastic chemotherapy induced pancytopenia
1357	cancer	D63.0	Anemia in neoplastic disease
1358	cancer	D64.81	Anemia due to antineoplastic chemotherapy
1359	cancer	D70.1	Agranulocytosis secondary to cancer chemotherapy
1360	cancer	E31.22	Multiple endocrine neoplasia [MEN] type IIA
1361	cancer	E31.23	Multiple endocrine neoplasia [MEN] type IIB
1362	cancer	E88.3	Tumor lysis syndrome
1363	cancer	G13.1	Other systemic atrophy primarily affecting central nervous system in neoplastic disease
1364	cancer	G73.1	Lambert-Eaton syndrome in neoplastic disease
1365	cancer	G89.3	Neoplasm related pain (acute) (chronic)
1366	cancer	H47.42	Disorders of optic chiasm in (due to) neoplasm
1367	cancer	H47.521	Disorders of visual pathways in (due to) neoplasm, right side
1368	cancer	H47.522	Disorders of visual pathways in (due to) neoplasm, left side
1369	cancer	H47.529	Disorders of visual pathways in (due to) neoplasm, unspecified side
1370	cancer	H47.631	Disorders of visual cortex in (due to) neoplasm, right side of brain
1371	cancer	H47.632	Disorders of visual cortex in (due to) neoplasm, left side of brain
1372	cancer	H47.639	Disorders of visual cortex in (due to) neoplasm, unspecified side of brain
1373	cancer	J91.0	Malignant pleural effusion
1374	cancer	K12.31	Oral mucositis (ulcerative) due to antineoplastic therapy
1375	cancer	M36.0	Dermato(poly)myositis in neoplastic disease
1376	cancer	M36.1	Arthropathy in neoplastic disease
1377	cancer	M84.50XA	Pathological fracture in neoplastic disease, unspecified site, initial encounter for fracture
1378	cancer	M84.511A	Pathological fracture in neoplastic disease, right shoulder, initial encounter for fracture
1379	cancer	M84.512A	Pathological fracture in neoplastic disease, left shoulder, initial encounter for fracture
1380	cancer	M84.519A	Pathological fracture in neoplastic disease, unspecified shoulder, initial encounter for fracture
1381	cancer	M84.521A	Pathological fracture in neoplastic disease, right humerus, initial encounter for fracture
1382	cancer	M84.522A	Pathological fracture in neoplastic disease, left humerus, initial encounter for fracture
1383	cancer	M84.529A	Pathological fracture in neoplastic disease, unspecified humerus, initial encounter for fracture
1384	cancer	M84.531A	Pathological fracture in neoplastic disease, right ulna, initial encounter for fracture
1385	cancer	M84.532A	Pathological fracture in neoplastic disease, left ulna, initial encounter for fracture
1386	cancer	M84.533A	Pathological fracture in neoplastic disease, right radius, initial encounter for fracture
1387	cancer	M84.534A	Pathological fracture in neoplastic disease, left radius, initial encounter for fracture
1388	cancer	M84.539A	Pathological fracture in neoplastic disease, unspecified ulna and radius, initial encounter for fracture
1389	cancer	M84.541A	Pathological fracture in neoplastic disease, right hand, initial encounter for fracture
1390	cancer	M84.542A	Pathological fracture in neoplastic disease, left hand, initial encounter for fracture
1391	cancer	M84.549A	Pathological fracture in neoplastic disease, unspecified hand, initial encounter for fracture
1392	cancer	M84.550A	Pathological fracture in neoplastic disease, pelvis, initial encounter for fracture
1393	cancer	M84.551A	Pathological fracture in neoplastic disease, right femur, initial encounter for fracture
1394	cancer	M84.552A	Pathological fracture in neoplastic disease, left femur, initial encounter for fracture
1395	cancer	M84.553A	Pathological fracture in neoplastic disease, unspecified femur, initial encounter for fracture
1396	cancer	M84.559A	Pathological fracture in neoplastic disease, hip, unspecified, initial encounter for fracture
1397	cancer	M84.561A	Pathological fracture in neoplastic disease, right tibia, initial encounter for fracture
1398	cancer	M84.562A	Pathological fracture in neoplastic disease, left tibia, initial encounter for fracture
1399	cancer	M84.563A	Pathological fracture in neoplastic disease, right fibula, initial encounter for fracture
1400	cancer	M84.564A	Pathological fracture in neoplastic disease, left fibula, initial encounter for fracture
1401	cancer	M84.569A	Pathological fracture in neoplastic disease, unspecified tibia and fibula, initial encounter for fracture
1402	cancer	M84.571A	Pathological fracture in neoplastic disease, right ankle, initial encounter for fracture
1403	cancer	M84.572A	Pathological fracture in neoplastic disease, left ankle, initial encounter for fracture
1404	cancer	M84.573A	Pathological fracture in neoplastic disease, unspecified ankle, initial encounter for fracture
1405	cancer	M84.574A	Pathological fracture in neoplastic disease, right foot, initial encounter for fracture
1406	cancer	M84.58XA	Pathological fracture in neoplastic disease, other specified site, initial encounter for fracture
1407	cancer	N52.36	Erectile dysfunction following interstitial seed therapy
1408	cancer	R18.0	Malignant ascites
1409	cancer	R53.0	Neoplastic (malignant) related fatigue
1410	cancer	T80.810A	Extravasation of vesicant antineoplastic chemotherapy, initial encounter
1411	cancer	T80.810D	Extravasation of vesicant antineoplastic chemotherapy, subsequent encounter
1412	cancer	T80.810S	Extravasation of vesicant antineoplastic chemotherapy, sequela
1413	cardiovascular	401.9	UNSPECIFIED ESSENTIAL HYPERTENSION
1414	cardiovascular	426.3	OTHER LEFT BUNDLE BRANCH BLOCK
1415	cardiovascular	429.2	CARDIOVASCULAR DISEASE, UNSPECIFIED
1416	cardiovascular	441.2	THORACIC ANEURYSM WITHOUT MENTION OF RUPTURE
1417	cardiovascular	A36.81	Diphtheritic cardiomyopathy
1418	cardiovascular	A39.52	Meningococcal myocarditis
1419	cardiovascular	B33.22	Viral myocarditis
1420	cardiovascular	B33.24	Viral cardiomyopathy
1421	cardiovascular	B58.81	Toxoplasma myocarditis
1422	cardiovascular	I01.2	Acute rheumatic myocarditis
1423	cardiovascular	I05.0	Rheumatic mitral stenosis
1424	cardiovascular	I05.1	Rheumatic mitral insufficiency
1425	cardiovascular	I05.2	Rheumatic mitral stenosis with insufficiency
1426	cardiovascular	I05.8	Other rheumatic mitral valve diseases
1427	cardiovascular	I05.9	Rheumatic mitral valve disease, unspecified
1428	cardiovascular	I06.0	Rheumatic aortic stenosis
1429	cardiovascular	I06.1	Rheumatic aortic insufficiency
1430	cardiovascular	I06.2	Rheumatic aortic stenosis with insufficiency
1431	cardiovascular	I06.8	Other rheumatic aortic valve diseases
1432	cardiovascular	I06.9	Rheumatic aortic valve disease, unspecified
1433	cardiovascular	I07.0	Rheumatic tricuspid stenosis
1434	cardiovascular	I07.1	Rheumatic tricuspid insufficiency
1435	cardiovascular	I07.2	Rheumatic tricuspid stenosis and insufficiency
1436	cardiovascular	I07.8	Other rheumatic tricuspid valve diseases
1437	cardiovascular	I07.9	Rheumatic tricuspid valve disease, unspecified
1438	cardiovascular	I08.0	Rheumatic disorders of both mitral and aortic valves
1439	cardiovascular	I08.1	Rheumatic disorders of both mitral and tricuspid valves
1440	cardiovascular	I08.2	Rheumatic disorders of both aortic and tricuspid valves
1441	cardiovascular	I08.3	Combined rheumatic disorders of mitral, aortic and tricuspid valves
1442	cardiovascular	I08.8	Other rheumatic multiple valve diseases
1443	cardiovascular	I08.9	Rheumatic multiple valve disease, unspecified
1444	cardiovascular	I09.0	Rheumatic myocarditis
1445	cardiovascular	I09.1	Rheumatic diseases of endocardium, valve unspecified
1446	cardiovascular	I09.81	Rheumatic heart failure
1447	cardiovascular	I10.	Essential (primary) hypertension
1448	cardiovascular	I11.0	Hypertensive heart disease with heart failure
1449	cardiovascular	I11.9	Hypertensive heart disease without heart failure
1450	cardiovascular	I12.0	Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease
1451	cardiovascular	I12.9	Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
1452	cardiovascular	I13.0	Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
1453	cardiovascular	I13.10	Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
1454	cardiovascular	I13.11	Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease
1455	cardiovascular	I13.2	Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease
1456	cardiovascular	I15.0	Renovascular hypertension
1457	cardiovascular	I15.1	Hypertension secondary to other renal disorders
1458	cardiovascular	I15.2	Hypertension secondary to endocrine disorders
1459	cardiovascular	I15.8	Other secondary hypertension
1460	cardiovascular	I15.9	Secondary hypertension, unspecified
1461	cardiovascular	I16.0	Hypertensive urgency
1462	cardiovascular	I16.1	Hypertensive emergency
1463	cardiovascular	I16.9	Hypertensive crisis, unspecified
1464	cardiovascular	I20.0	Unstable angina
1465	cardiovascular	I20.1	Angina pectoris with documented spasm
1466	cardiovascular	I20.8	Other forms of angina pectoris
1467	cardiovascular	I20.9	Angina pectoris, unspecified
1468	cardiovascular	I21.01	ST elevation (STEMI) myocardial infarction involving left main coronary artery
1469	cardiovascular	I21.02	ST elevation (STEMI) myocardial infarction involving left anterior descending coronary artery
1470	cardiovascular	I21.09	ST elevation (STEMI) myocardial infarction involving other coronary artery of anterior wall
1471	cardiovascular	I21.11	ST elevation (STEMI) myocardial infarction involving right coronary artery
1472	cardiovascular	I21.19	ST elevation (STEMI) myocardial infarction involving other coronary artery of inferior wall
1473	cardiovascular	I21.21	ST elevation (STEMI) myocardial infarction involving left circumflex coronary artery
1474	cardiovascular	I21.29	ST elevation (STEMI) myocardial infarction involving other sites
1475	cardiovascular	I21.3	ST elevation (STEMI) myocardial infarction of unspecified site
1476	cardiovascular	I21.4	Non-ST elevation (NSTEMI) myocardial infarction
1477	cardiovascular	I21.9	Acute myocardial infarction, unspecified
1478	cardiovascular	I21.A1	Myocardial infarction type 2
1479	cardiovascular	I21.A9	Other myocardial infarction type
1480	cardiovascular	I22.0	Subsequent ST elevation (STEMI) myocardial infarction of anterior wall
1481	cardiovascular	I22.1	Subsequent ST elevation (STEMI) myocardial infarction of inferior wall
1482	cardiovascular	I22.2	Subsequent non-ST elevation (NSTEMI) myocardial infarction
1483	cardiovascular	I22.8	Subsequent ST elevation (STEMI) myocardial infarction of other sites
